Decimal_Value,Bit_9,Bit_8,Bit_7,Bit_6,Bit_5,Bit_4,Bit_3,Bit_2,Bit_1,Bit_0
188,0,0,1,0,1,1,1,1,0,0
167,0,0,1,0,1,0,0,1,1,1
350,0,1,0,1,0,1,1,1,1,0
96,0,0,0,1,1,0,0,0,0,0
807,1,1,0,0,1,0,0,1,1,1
130,0,0,1,0,0,0,0,0,1,0
873,1,1,0,1,1,0,1,0,0,1
384,0,1,1,0,0,0,0,0,0,0
96,0,0,0,1,1,0,0,0,0,0
585,1,0,0,1,0,0,1,0,0,1
365,0,1,0,1,1,0,1,1,0,1
701,1,0,1,0,1,1,1,1,0,1
169,0,0,1,0,1,0,1,0,0,1
519,1,0,0,0,0,0,0,1,1,1
255,0,0,1,1,1,1,1,1,1,1
464,0,1,1,1,0,1,0,0,0,0
386,0,1,1,0,0,0,0,0,1,0
231,0,0,1,1,1,0,0,1,1,1
212,0,0,1,1,0,1,0,1,0,0
596,1,0,0,1,0,1,0,1,0,0
874,1,1,0,1,1,0,1,0,1,0
617,1,0,0,1,1,0,1,0,0,1
886,1,1,0,1,1,1,0,1,1,0
653,1,0,1,0,0,0,1,1,0,1
845,1,1,0,1,0,0,1,1,0,1
663,1,0,1,0,0,1,0,1,1,1
108,0,0,0,1,1,0,1,1,0,0
450,0,1,1,1,0,0,0,0,1,0
693,1,0,1,0,1,1,0,1,0,1
106,0,0,0,1,1,0,1,0,1,0
60,0,0,0,0,1,1,1,1,0,0
375,0,1,0,1,1,1,0,1,1,1
885,1,1,0,1,1,1,0,1,0,1
123,0,0,0,1,1,1,1,0,1,1
50,0,0,0,0,1,1,0,0,1,0
234,0,0,1,1,1,0,1,0,1,0
386,0,1,1,0,0,0,0,0,1,0
989,1,1,1,1,0,1,1,1,0,1
785,1,1,0,0,0,1,0,0,0,1
487,0,1,1,1,1,0,0,1,1,1
578,1,0,0,1,0,0,0,0,1,0
597,1,0,0,1,0,1,0,1,0,1
364,0,1,0,1,1,0,1,1,0,0
426,0,1,1,0,1,0,1,0,1,0
236,0,0,1,1,1,0,1,1,0,0
168,0,0,1,0,1,0,1,0,0,0
249,0,0,1,1,1,1,1,0,0,1
981,1,1,1,1,0,1,0,1,0,1
572,1,0,0,0,1,1,1,1,0,0
25,0,0,0,0,0,1,1,0,0,1
441,0,1,1,0,1,1,1,0,0,1
447,0,1,1,0,1,1,1,1,1,1
606,1,0,0,1,0,1,1,1,1,0
771,1,1,0,0,0,0,0,0,1,1
139,0,0,1,0,0,0,1,0,1,1
618,1,0,0,1,1,0,1,0,1,0
443,0,1,1,0,1,1,1,0,1,1
845,1,1,0,1,0,0,1,1,0,1
744,1,0,1,1,1,0,1,0,0,0
820,1,1,0,0,1,1,0,1,0,0
947,1,1,1,0,1,1,0,0,1,1
211,0,0,1,1,0,1,0,0,1,1
69,0,0,0,1,0,0,0,1,0,1
559,1,0,0,0,1,0,1,1,1,1
816,1,1,0,0,1,1,0,0,0,0
719,1,0,1,1,0,0,1,1,1,1
25,0,0,0,0,0,1,1,0,0,1
590,1,0,0,1,0,0,1,1,1,0
658,1,0,1,0,0,1,0,0,1,0
731,1,0,1,1,0,1,1,0,1,1
883,1,1,0,1,1,1,0,0,1,1
480,0,1,1,1,1,0,0,0,0,0
679,1,0,1,0,1,0,0,1,1,1
173,0,0,1,0,1,0,1,1,0,1
114,0,0,0,1,1,1,0,0,1,0
231,0,0,1,1,1,0,0,1,1,1
469,0,1,1,1,0,1,0,1,0,1
752,1,0,1,1,1,1,0,0,0,0
49,0,0,0,0,1,1,0,0,0,1
46,0,0,0,0,1,0,1,1,1,0
513,1,0,0,0,0,0,0,0,0,1
362,0,1,0,1,1,0,1,0,1,0
846,1,1,0,1,0,0,1,1,1,0
78,0,0,0,1,0,0,1,1,1,0
779,1,1,0,0,0,0,1,0,1,1
39,0,0,0,0,1,0,0,1,1,1
471,0,1,1,1,0,1,0,1,1,1
906,1,1,1,0,0,0,1,0,1,0
720,1,0,1,1,0,1,0,0,0,0
749,1,0,1,1,1,0,1,1,0,1
961,1,1,1,1,0,0,0,0,0,1
409,0,1,1,0,0,1,1,0,0,1
572,1,0,0,0,1,1,1,1,0,0
844,1,1,0,1,0,0,1,1,0,0
933,1,1,1,0,1,0,0,1,0,1
983,1,1,1,1,0,1,0,1,1,1
747,1,0,1,1,1,0,1,0,1,1
1005,1,1,1,1,1,0,1,1,0,1
712,1,0,1,1,0,0,1,0,0,0
783,1,1,0,0,0,0,1,1,1,1
264,0,1,0,0,0,0,1,0,0,0
339,0,1,0,1,0,1,0,0,1,1
722,1,0,1,1,0,1,0,0,1,0
107,0,0,0,1,1,0,1,0,1,1
45,0,0,0,0,1,0,1,1,0,1
140,0,0,1,0,0,0,1,1,0,0
839,1,1,0,1,0,0,0,1,1,1
422,0,1,1,0,1,0,0,1,1,0
919,1,1,1,0,0,1,0,1,1,1
667,1,0,1,0,0,1,1,0,1,1
100,0,0,0,1,1,0,0,1,0,0
689,1,0,1,0,1,1,0,0,0,1
351,0,1,0,1,0,1,1,1,1,1
640,1,0,1,0,0,0,0,0,0,0
618,1,0,0,1,1,0,1,0,1,0
702,1,0,1,0,1,1,1,1,1,0
227,0,0,1,1,1,0,0,0,1,1
739,1,0,1,1,1,0,0,0,1,1
452,0,1,1,1,0,0,0,1,0,0
126,0,0,0,1,1,1,1,1,1,0
1021,1,1,1,1,1,1,1,1,0,1
961,1,1,1,1,0,0,0,0,0,1
55,0,0,0,0,1,1,0,1,1,1
712,1,0,1,1,0,0,1,0,0,0
337,0,1,0,1,0,1,0,0,0,1
573,1,0,0,0,1,1,1,1,0,1
619,1,0,0,1,1,0,1,0,1,1
669,1,0,1,0,0,1,1,1,0,1
245,0,0,1,1,1,1,0,1,0,1
61,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0
321,0,1,0,1,0,0,0,0,0,1
561,1,0,0,0,1,1,0,0,0,1
70,0,0,0,1,0,0,0,1,1,0
654,1,0,1,0,0,0,1,1,1,0
645,1,0,1,0,0,0,0,1,0,1
66,0,0,0,1,0,0,0,0,1,0
212,0,0,1,1,0,1,0,1,0,0
582,1,0,0,1,0,0,0,1,1,0
745,1,0,1,1,1,0,1,0,0,1
276,0,1,0,0,0,1,0,1,0,0
133,0,0,1,0,0,0,0,1,0,1
420,0,1,1,0,1,0,0,1,0,0
613,1,0,0,1,1,0,0,1,0,1
302,0,1,0,0,1,0,1,1,1,0
474,0,1,1,1,0,1,1,0,1,0
911,1,1,1,0,0,0,1,1,1,1
426,0,1,1,0,1,0,1,0,1,0
407,0,1,1,0,0,1,0,1,1,1
942,1,1,1,0,1,0,1,1,1,0
973,1,1,1,1,0,0,1,1,0,1
5,0,0,0,0,0,0,0,1,0,1
798,1,1,0,0,0,1,1,1,1,0
680,1,0,1,0,1,0,1,0,0,0
522,1,0,0,0,0,0,1,0,1,0
1008,1,1,1,1,1,1,0,0,0,0
918,1,1,1,0,0,1,0,1,1,0
542,1,0,0,0,0,1,1,1,1,0
308,0,1,0,0,1,1,0,1,0,0
957,1,1,1,0,1,1,1,1,0,1
477,0,1,1,1,0,1,1,1,0,1
536,1,0,0,0,0,1,1,0,0,0
305,0,1,0,0,1,1,0,0,0,1
827,1,1,0,0,1,1,1,0,1,1
650,1,0,1,0,0,0,1,0,1,0
240,0,0,1,1,1,1,0,0,0,0
375,0,1,0,1,1,1,0,1,1,1
563,1,0,0,0,1,1,0,0,1,1
146,0,0,1,0,0,1,0,0,1,0
588,1,0,0,1,0,0,1,1,0,0
316,0,1,0,0,1,1,1,1,0,0
274,0,1,0,0,0,1,0,0,1,0
884,1,1,0,1,1,1,0,1,0,0
847,1,1,0,1,0,0,1,1,1,1
1015,1,1,1,1,1,1,0,1,1,1
502,0,1,1,1,1,1,0,1,1,0
223,0,0,1,1,0,1,1,1,1,1
80,0,0,0,1,0,1,0,0,0,0
544,1,0,0,0,1,0,0,0,0,0
713,1,0,1,1,0,0,1,0,0,1
411,0,1,1,0,0,1,1,0,1,1
183,0,0,1,0,1,1,0,1,1,1
235,0,0,1,1,1,0,1,0,1,1
102,0,0,0,1,1,0,0,1,1,0
696,1,0,1,0,1,1,1,0,0,0
860,1,1,0,1,0,1,1,1,0,0
485,0,1,1,1,1,0,0,1,0,1
568,1,0,0,0,1,1,1,0,0,0
38,0,0,0,0,1,0,0,1,1,0
564,1,0,0,0,1,1,0,1,0,0
952,1,1,1,0,1,1,1,0,0,0
208,0,0,1,1,0,1,0,0,0,0
252,0,0,1,1,1,1,1,1,0,0
191,0,0,1,0,1,1,1,1,1,1
6,0,0,0,0,0,0,0,1,1,0
345,0,1,0,1,0,1,1,0,0,1
206,0,0,1,1,0,0,1,1,1,0
660,1,0,1,0,0,1,0,1,0,0
428,0,1,1,0,1,0,1,1,0,0
307,0,1,0,0,1,1,0,0,1,1
802,1,1,0,0,1,0,0,0,1,0
736,1,0,1,1,1,0,0,0,0,0
542,1,0,0,0,0,1,1,1,1,0
712,1,0,1,1,0,0,1,0,0,0
962,1,1,1,1,0,0,0,0,1,0
922,1,1,1,0,0,1,1,0,1,0
823,1,1,0,0,1,1,0,1,1,1
940,1,1,1,0,1,0,1,1,0,0
71,0,0,0,1,0,0,0,1,1,1
480,0,1,1,1,1,0,0,0,0,0
103,0,0,0,1,1,0,0,1,1,1
362,0,1,0,1,1,0,1,0,1,0
179,0,0,1,0,1,1,0,0,1,1
286,0,1,0,0,0,1,1,1,1,0
628,1,0,0,1,1,1,0,1,0,0
923,1,1,1,0,0,1,1,0,1,1
161,0,0,1,0,1,0,0,0,0,1
331,0,1,0,1,0,0,1,0,1,1
144,0,0,1,0,0,1,0,0,0,0
300,0,1,0,0,1,0,1,1,0,0
671,1,0,1,0,0,1,1,1,1,1
997,1,1,1,1,1,0,0,1,0,1
18,0,0,0,0,0,1,0,0,1,0
14,0,0,0,0,0,0,1,1,1,0
470,0,1,1,1,0,1,0,1,1,0
17,0,0,0,0,0,1,0,0,0,1
516,1,0,0,0,0,0,0,1,0,0
163,0,0,1,0,1,0,0,0,1,1
6,0,0,0,0,0,0,0,1,1,0
29,0,0,0,0,0,1,1,1,0,1
348,0,1,0,1,0,1,1,1,0,0
71,0,0,0,1,0,0,0,1,1,1
131,0,0,1,0,0,0,0,0,1,1
679,1,0,1,0,1,0,0,1,1,1
483,0,1,1,1,1,0,0,0,1,1
678,1,0,1,0,1,0,0,1,1,0
356,0,1,0,1,1,0,0,1,0,0
528,1,0,0,0,0,1,0,0,0,0
947,1,1,1,0,1,1,0,0,1,1
93,0,0,0,1,0,1,1,1,0,1
934,1,1,1,0,1,0,0,1,1,0
121,0,0,0,1,1,1,1,0,0,1
834,1,1,0,1,0,0,0,0,1,0
436,0,1,1,0,1,1,0,1,0,0
938,1,1,1,0,1,0,1,0,1,0
996,1,1,1,1,1,0,0,1,0,0
826,1,1,0,0,1,1,1,0,1,0
839,1,1,0,1,0,0,0,1,1,1
503,0,1,1,1,1,1,0,1,1,1
290,0,1,0,0,1,0,0,0,1,0
793,1,1,0,0,0,1,1,0,0,1
821,1,1,0,0,1,1,0,1,0,1
945,1,1,1,0,1,1,0,0,0,1
326,0,1,0,1,0,0,0,1,1,0
1000,1,1,1,1,1,0,1,0,0,0
777,1,1,0,0,0,0,1,0,0,1
373,0,1,0,1,1,1,0,1,0,1
889,1,1,0,1,1,1,1,0,0,1
950,1,1,1,0,1,1,0,1,1,0
670,1,0,1,0,0,1,1,1,1,0
899,1,1,1,0,0,0,0,0,1,1
643,1,0,1,0,0,0,0,0,1,1
867,1,1,0,1,1,0,0,0,1,1
516,1,0,0,0,0,0,0,1,0,0
7,0,0,0,0,0,0,0,1,1,1
706,1,0,1,1,0,0,0,0,1,0
213,0,0,1,1,0,1,0,1,0,1
884,1,1,0,1,1,1,0,1,0,0
88,0,0,0,1,0,1,1,0,0,0
1022,1,1,1,1,1,1,1,1,1,0
638,1,0,0,1,1,1,1,1,1,0
258,0,1,0,0,0,0,0,0,1,0
84,0,0,0,1,0,1,0,1,0,0
484,0,1,1,1,1,0,0,1,0,0
445,0,1,1,0,1,1,1,1,0,1
659,1,0,1,0,0,1,0,0,1,1
516,1,0,0,0,0,0,0,1,0,0
572,1,0,0,0,1,1,1,1,0,0
553,1,0,0,0,1,0,1,0,0,1
735,1,0,1,1,0,1,1,1,1,1
729,1,0,1,1,0,1,1,0,0,1
709,1,0,1,1,0,0,0,1,0,1
190,0,0,1,0,1,1,1,1,1,0
480,0,1,1,1,1,0,0,0,0,0
318,0,1,0,0,1,1,1,1,1,0
948,1,1,1,0,1,1,0,1,0,0
736,1,0,1,1,1,0,0,0,0,0
909,1,1,1,0,0,0,1,1,0,1
311,0,1,0,0,1,1,0,1,1,1
482,0,1,1,1,1,0,0,0,1,0
631,1,0,0,1,1,1,0,1,1,1
317,0,1,0,0,1,1,1,1,0,1
636,1,0,0,1,1,1,1,1,0,0
487,0,1,1,1,1,0,0,1,1,1
213,0,0,1,1,0,1,0,1,0,1
173,0,0,1,0,1,0,1,1,0,1
919,1,1,1,0,0,1,0,1,1,1
419,0,1,1,0,1,0,0,0,1,1
1023,1,1,1,1,1,1,1,1,1,1
207,0,0,1,1,0,0,1,1,1,1
666,1,0,1,0,0,1,1,0,1,0
453,0,1,1,1,0,0,0,1,0,1
693,1,0,1,0,1,1,0,1,0,1
195,0,0,1,1,0,0,0,0,1,1
923,1,1,1,0,0,1,1,0,1,1
492,0,1,1,1,1,0,1,1,0,0
302,0,1,0,0,1,0,1,1,1,0
616,1,0,0,1,1,0,1,0,0,0
76,0,0,0,1,0,0,1,1,0,0
314,0,1,0,0,1,1,1,0,1,0
804,1,1,0,0,1,0,0,1,0,0
544,1,0,0,0,1,0,0,0,0,0
680,1,0,1,0,1,0,1,0,0,0
264,0,1,0,0,0,0,1,0,0,0
344,0,1,0,1,0,1,1,0,0,0
485,0,1,1,1,1,0,0,1,0,1
882,1,1,0,1,1,1,0,0,1,0
122,0,0,0,1,1,1,1,0,1,0
858,1,1,0,1,0,1,1,0,1,0
434,0,1,1,0,1,1,0,0,1,0
912,1,1,1,0,0,1,0,0,0,0
282,0,1,0,0,0,1,1,0,1,0
846,1,1,0,1,0,0,1,1,1,0
244,0,0,1,1,1,1,0,1,0,0
511,0,1,1,1,1,1,1,1,1,1
994,1,1,1,1,1,0,0,0,1,0
890,1,1,0,1,1,1,1,0,1,0
354,0,1,0,1,1,0,0,0,1,0
199,0,0,1,1,0,0,0,1,1,1
816,1,1,0,0,1,1,0,0,0,0
7,0,0,0,0,0,0,0,1,1,1
196,0,0,1,1,0,0,0,1,0,0
218,0,0,1,1,0,1,1,0,1,0
267,0,1,0,0,0,0,1,0,1,1
766,1,0,1,1,1,1,1,1,1,0
439,0,1,1,0,1,1,0,1,1,1
719,1,0,1,1,0,0,1,1,1,1
927,1,1,1,0,0,1,1,1,1,1
625,1,0,0,1,1,1,0,0,0,1
493,0,1,1,1,1,0,1,1,0,1
879,1,1,0,1,1,0,1,1,1,1
183,0,0,1,0,1,1,0,1,1,1
521,1,0,0,0,0,0,1,0,0,1
965,1,1,1,1,0,0,0,1,0,1
315,0,1,0,0,1,1,1,0,1,1
651,1,0,1,0,0,0,1,0,1,1
563,1,0,0,0,1,1,0,0,1,1
806,1,1,0,0,1,0,0,1,1,0
687,1,0,1,0,1,0,1,1,1,1
584,1,0,0,1,0,0,1,0,0,0
267,0,1,0,0,0,0,1,0,1,1
921,1,1,1,0,0,1,1,0,0,1
250,0,0,1,1,1,1,1,0,1,0
1014,1,1,1,1,1,1,0,1,1,0
308,0,1,0,0,1,1,0,1,0,0
255,0,0,1,1,1,1,1,1,1,1
991,1,1,1,1,0,1,1,1,1,1
236,0,0,1,1,1,0,1,1,0,0
875,1,1,0,1,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,1
656,1,0,1,0,0,1,0,0,0,0
734,1,0,1,1,0,1,1,1,1,0
219,0,0,1,1,0,1,1,0,1,1
5,0,0,0,0,0,0,0,1,0,1
497,0,1,1,1,1,1,0,0,0,1
867,1,1,0,1,1,0,0,0,1,1
493,0,1,1,1,1,0,1,1,0,1
699,1,0,1,0,1,1,1,0,1,1
453,0,1,1,1,0,0,0,1,0,1
159,0,0,1,0,0,1,1,1,1,1
940,1,1,1,0,1,0,1,1,0,0
491,0,1,1,1,1,0,1,0,1,1
381,0,1,0,1,1,1,1,1,0,1
928,1,1,1,0,1,0,0,0,0,0
518,1,0,0,0,0,0,0,1,1,0
63,0,0,0,0,1,1,1,1,1,1
185,0,0,1,0,1,1,1,0,0,1
317,0,1,0,0,1,1,1,1,0,1
370,0,1,0,1,1,1,0,0,1,0
708,1,0,1,1,0,0,0,1,0,0
105,0,0,0,1,1,0,1,0,0,1
1009,1,1,1,1,1,1,0,0,0,1
32,0,0,0,0,1,0,0,0,0,0
516,1,0,0,0,0,0,0,1,0,0
808,1,1,0,0,1,0,1,0,0,0
975,1,1,1,1,0,0,1,1,1,1
336,0,1,0,1,0,1,0,0,0,0
27,0,0,0,0,0,1,1,0,1,1
142,0,0,1,0,0,0,1,1,1,0
42,0,0,0,0,1,0,1,0,1,0
92,0,0,0,1,0,1,1,1,0,0
716,1,0,1,1,0,0,1,1,0,0
477,0,1,1,1,0,1,1,1,0,1
395,0,1,1,0,0,0,1,0,1,1
51,0,0,0,0,1,1,0,0,1,1
510,0,1,1,1,1,1,1,1,1,0
522,1,0,0,0,0,0,1,0,1,0
859,1,1,0,1,0,1,1,0,1,1
981,1,1,1,1,0,1,0,1,0,1
285,0,1,0,0,0,1,1,1,0,1
277,0,1,0,0,0,1,0,1,0,1
77,0,0,0,1,0,0,1,1,0,1
652,1,0,1,0,0,0,1,1,0,0
789,1,1,0,0,0,1,0,1,0,1
731,1,0,1,1,0,1,1,0,1,1
64,0,0,0,1,0,0,0,0,0,0
405,0,1,1,0,0,1,0,1,0,1
439,0,1,1,0,1,1,0,1,1,1
756,1,0,1,1,1,1,0,1,0,0
740,1,0,1,1,1,0,0,1,0,0
238,0,0,1,1,1,0,1,1,1,0
232,0,0,1,1,1,0,1,0,0,0
685,1,0,1,0,1,0,1,1,0,1
593,1,0,0,1,0,1,0,0,0,1
386,0,1,1,0,0,0,0,0,1,0
823,1,1,0,0,1,1,0,1,1,1
462,0,1,1,1,0,0,1,1,1,0
508,0,1,1,1,1,1,1,1,0,0
321,0,1,0,1,0,0,0,0,0,1
649,1,0,1,0,0,0,1,0,0,1
511,0,1,1,1,1,1,1,1,1,1
1020,1,1,1,1,1,1,1,1,0,0
821,1,1,0,0,1,1,0,1,0,1
418,0,1,1,0,1,0,0,0,1,0
543,1,0,0,0,0,1,1,1,1,1
764,1,0,1,1,1,1,1,1,0,0
678,1,0,1,0,1,0,0,1,1,0
1014,1,1,1,1,1,1,0,1,1,0
128,0,0,1,0,0,0,0,0,0,0
441,0,1,1,0,1,1,1,0,0,1
335,0,1,0,1,0,0,1,1,1,1
195,0,0,1,1,0,0,0,0,1,1
218,0,0,1,1,0,1,1,0,1,0
237,0,0,1,1,1,0,1,1,0,1
764,1,0,1,1,1,1,1,1,0,0
276,0,1,0,0,0,1,0,1,0,0
137,0,0,1,0,0,0,1,0,0,1
529,1,0,0,0,0,1,0,0,0,1
669,1,0,1,0,0,1,1,1,0,1
285,0,1,0,0,0,1,1,1,0,1
928,1,1,1,0,1,0,0,0,0,0
834,1,1,0,1,0,0,0,0,1,0
980,1,1,1,1,0,1,0,1,0,0
955,1,1,1,0,1,1,1,0,1,1
256,0,1,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1,0,1,1
978,1,1,1,1,0,1,0,0,1,0
381,0,1,0,1,1,1,1,1,0,1
766,1,0,1,1,1,1,1,1,1,0
739,1,0,1,1,1,0,0,0,1,1
231,0,0,1,1,1,0,0,1,1,1
281,0,1,0,0,0,1,1,0,0,1
488,0,1,1,1,1,0,1,0,0,0
893,1,1,0,1,1,1,1,1,0,1
658,1,0,1,0,0,1,0,0,1,0
690,1,0,1,0,1,1,0,0,1,0
227,0,0,1,1,1,0,0,0,1,1
787,1,1,0,0,0,1,0,0,1,1
310,0,1,0,0,1,1,0,1,1,0
234,0,0,1,1,1,0,1,0,1,0
543,1,0,0,0,0,1,1,1,1,1
441,0,1,1,0,1,1,1,0,0,1
298,0,1,0,0,1,0,1,0,1,0
979,1,1,1,1,0,1,0,0,1,1
888,1,1,0,1,1,1,1,0,0,0
685,1,0,1,0,1,0,1,1,0,1
89,0,0,0,1,0,1,1,0,0,1
738,1,0,1,1,1,0,0,0,1,0
282,0,1,0,0,0,1,1,0,1,0
88,0,0,0,1,0,1,1,0,0,0
487,0,1,1,1,1,0,0,1,1,1
178,0,0,1,0,1,1,0,0,1,0
30,0,0,0,0,0,1,1,1,1,0
712,1,0,1,1,0,0,1,0,0,0
383,0,1,0,1,1,1,1,1,1,1
312,0,1,0,0,1,1,1,0,0,0
696,1,0,1,0,1,1,1,0,0,0
243,0,0,1,1,1,1,0,0,1,1
198,0,0,1,1,0,0,0,1,1,0
883,1,1,0,1,1,1,0,0,1,1
890,1,1,0,1,1,1,1,0,1,0
274,0,1,0,0,0,1,0,0,1,0
1001,1,1,1,1,1,0,1,0,0,1
225,0,0,1,1,1,0,0,0,0,1
170,0,0,1,0,1,0,1,0,1,0
475,0,1,1,1,0,1,1,0,1,1
546,1,0,0,0,1,0,0,0,1,0
70,0,0,0,1,0,0,0,1,1,0
729,1,0,1,1,0,1,1,0,0,1
931,1,1,1,0,1,0,0,0,1,1
30,0,0,0,0,0,1,1,1,1,0
287,0,1,0,0,0,1,1,1,1,1
693,1,0,1,0,1,1,0,1,0,1
351,0,1,0,1,0,1,1,1,1,1
519,1,0,0,0,0,0,0,1,1,1
283,0,1,0,0,0,1,1,0,1,1
412,0,1,1,0,0,1,1,1,0,0
399,0,1,1,0,0,0,1,1,1,1
394,0,1,1,0,0,0,1,0,1,0
811,1,1,0,0,1,0,1,0,1,1
492,0,1,1,1,1,0,1,1,0,0
949,1,1,1,0,1,1,0,1,0,1
401,0,1,1,0,0,1,0,0,0,1
549,1,0,0,0,1,0,0,1,0,1
757,1,0,1,1,1,1,0,1,0,1
694,1,0,1,0,1,1,0,1,1,0
999,1,1,1,1,1,0,0,1,1,1
495,0,1,1,1,1,0,1,1,1,1
935,1,1,1,0,1,0,0,1,1,1
100,0,0,0,1,1,0,0,1,0,0
22,0,0,0,0,0,1,0,1,1,0
724,1,0,1,1,0,1,0,1,0,0
605,1,0,0,1,0,1,1,1,0,1
464,0,1,1,1,0,1,0,0,0,0
364,0,1,0,1,1,0,1,1,0,0
576,1,0,0,1,0,0,0,0,0,0
757,1,0,1,1,1,1,0,1,0,1
594,1,0,0,1,0,1,0,0,1,0
749,1,0,1,1,1,0,1,1,0,1
811,1,1,0,0,1,0,1,0,1,1
714,1,0,1,1,0,0,1,0,1,0
471,0,1,1,1,0,1,0,1,1,1
355,0,1,0,1,1,0,0,0,1,1
298,0,1,0,0,1,0,1,0,1,0
744,1,0,1,1,1,0,1,0,0,0
632,1,0,0,1,1,1,1,0,0,0
177,0,0,1,0,1,1,0,0,0,1
890,1,1,0,1,1,1,1,0,1,0
79,0,0,0,1,0,0,1,1,1,1
406,0,1,1,0,0,1,0,1,1,0
107,0,0,0,1,1,0,1,0,1,1
965,1,1,1,1,0,0,0,1,0,1
867,1,1,0,1,1,0,0,0,1,1
465,0,1,1,1,0,1,0,0,0,1
820,1,1,0,0,1,1,0,1,0,0
144,0,0,1,0,0,1,0,0,0,0
970,1,1,1,1,0,0,1,0,1,0
966,1,1,1,1,0,0,0,1,1,0
98,0,0,0,1,1,0,0,0,1,0
787,1,1,0,0,0,1,0,0,1,1
763,1,0,1,1,1,1,1,0,1,1
632,1,0,0,1,1,1,1,0,0,0
800,1,1,0,0,1,0,0,0,0,0
979,1,1,1,1,0,1,0,0,1,1
793,1,1,0,0,0,1,1,0,0,1
548,1,0,0,0,1,0,0,1,0,0
421,0,1,1,0,1,0,0,1,0,1
617,1,0,0,1,1,0,1,0,0,1
259,0,1,0,0,0,0,0,0,1,1
496,0,1,1,1,1,1,0,0,0,0
402,0,1,1,0,0,1,0,0,1,0
36,0,0,0,0,1,0,0,1,0,0
1007,1,1,1,1,1,0,1,1,1,1
291,0,1,0,0,1,0,0,0,1,1
474,0,1,1,1,0,1,1,0,1,0
979,1,1,1,1,0,1,0,0,1,1
1019,1,1,1,1,1,1,1,0,1,1
430,0,1,1,0,1,0,1,1,1,0
95,0,0,0,1,0,1,1,1,1,1
427,0,1,1,0,1,0,1,0,1,1
404,0,1,1,0,0,1,0,1,0,0
473,0,1,1,1,0,1,1,0,0,1
988,1,1,1,1,0,1,1,1,0,0
988,1,1,1,1,0,1,1,1,0,0
92,0,0,0,1,0,1,1,1,0,0
397,0,1,1,0,0,0,1,1,0,1
748,1,0,1,1,1,0,1,1,0,0
912,1,1,1,0,0,1,0,0,0,0
237,0,0,1,1,1,0,1,1,0,1
932,1,1,1,0,1,0,0,1,0,0
194,0,0,1,1,0,0,0,0,1,0
570,1,0,0,0,1,1,1,0,1,0
321,0,1,0,1,0,0,0,0,0,1
214,0,0,1,1,0,1,0,1,1,0
555,1,0,0,0,1,0,1,0,1,1
779,1,1,0,0,0,0,1,0,1,1
17,0,0,0,0,0,1,0,0,0,1
477,0,1,1,1,0,1,1,1,0,1
440,0,1,1,0,1,1,1,0,0,0
905,1,1,1,0,0,0,1,0,0,1
404,0,1,1,0,0,1,0,1,0,0
802,1,1,0,0,1,0,0,0,1,0
217,0,0,1,1,0,1,1,0,0,1
50,0,0,0,0,1,1,0,0,1,0
130,0,0,1,0,0,0,0,0,1,0
768,1,1,0,0,0,0,0,0,0,0
142,0,0,1,0,0,0,1,1,1,0
604,1,0,0,1,0,1,1,1,0,0
173,0,0,1,0,1,0,1,1,0,1
172,0,0,1,0,1,0,1,1,0,0
681,1,0,1,0,1,0,1,0,0,1
997,1,1,1,1,1,0,0,1,0,1
416,0,1,1,0,1,0,0,0,0,0
19,0,0,0,0,0,1,0,0,1,1
794,1,1,0,0,0,1,1,0,1,0
792,1,1,0,0,0,1,1,0,0,0
794,1,1,0,0,0,1,1,0,1,0
144,0,0,1,0,0,1,0,0,0,0
895,1,1,0,1,1,1,1,1,1,1
513,1,0,0,0,0,0,0,0,0,1
197,0,0,1,1,0,0,0,1,0,1
462,0,1,1,1,0,0,1,1,1,0
610,1,0,0,1,1,0,0,0,1,0
383,0,1,0,1,1,1,1,1,1,1
846,1,1,0,1,0,0,1,1,1,0
560,1,0,0,0,1,1,0,0,0,0
795,1,1,0,0,0,1,1,0,1,1
504,0,1,1,1,1,1,1,0,0,0
927,1,1,1,0,0,1,1,1,1,1
175,0,0,1,0,1,0,1,1,1,1
482,0,1,1,1,1,0,0,0,1,0
599,1,0,0,1,0,1,0,1,1,1
700,1,0,1,0,1,1,1,1,0,0
601,1,0,0,1,0,1,1,0,0,1
892,1,1,0,1,1,1,1,1,0,0
82,0,0,0,1,0,1,0,0,1,0
274,0,1,0,0,0,1,0,0,1,0
968,1,1,1,1,0,0,1,0,0,0
718,1,0,1,1,0,0,1,1,1,0
543,1,0,0,0,0,1,1,1,1,1
847,1,1,0,1,0,0,1,1,1,1
39,0,0,0,0,1,0,0,1,1,1
431,0,1,1,0,1,0,1,1,1,1
72,0,0,0,1,0,0,1,0,0,0
709,1,0,1,1,0,0,0,1,0,1
375,0,1,0,1,1,1,0,1,1,1
417,0,1,1,0,1,0,0,0,0,1
381,0,1,0,1,1,1,1,1,0,1
770,1,1,0,0,0,0,0,0,1,0
1013,1,1,1,1,1,1,0,1,0,1
902,1,1,1,0,0,0,0,1,1,0
815,1,1,0,0,1,0,1,1,1,1
